Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,GenderDescription,AgeClassDescription,Demand_rel_county,Parish_variation_abs,Parish_variation_rel
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Female,25-34,6.6e-05,-0.011754530436,-4.162630669815774e-05
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Female,35-44,6.6e-05,-0.0024209615100000003,-2.1575453716012568e-05
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Male,25-34,6.6e-05,-0.008348723526000003,-2.5745254992221604e-05
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Female,25-34,8.3e-05,-0.014782212517999998,-5.2348234181016546e-05
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Female,35-44,8.3e-05,-0.003044542505,-2.71327675519552e-05
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,Male,25-34,8.3e-05,-0.010499152313000004,-3.2376608550824136e-05
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Female,25-34,3.9e-05,-0.006945858893999999,-2.459736304891139e-05
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Female,35-44,3.9e-05,-0.0014305681650000001,-1.2749131741280153e-05
R2 - AM Porto,Aveiro,Espinho,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Male,25-34,3.9e-05,-0.004933336629000001,-1.52131052226764e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,25-34,0.042441,-7.558697367185999,-0.02676760731176534
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,35-44,0.042441,-1.556788294635,-0.013873997441837718
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,25-34,0.042441,-5.3686087146510015,-0.01655536919886177
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,25-34,0.367663,-65.480392783198,-0.23188564847825408
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,35-44,0.367663,-13.486332903805001,-0.1201893339331868
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,25-34,0.367663,-46.50782935969302,-0.14341784373038138
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Female,25-34,0.014908,-2.655099086968,-0.009402499700850537
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Female,35-44,0.014908,-0.54684385138,-0.004873437333307808
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,Male,25-34,0.014908,-1.8857995503880005,-0.005815306991273327
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Female,25-34,0.439698,-78.309750358308,-0.27731823943282663
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Female,35-44,0.439698,-16.12866566703,-0.143737634060959
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,Male,25-34,0.439698,-55.61995510507802,-0.17151722923590687
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Ramalde,Female,25-34,0.000285,-0.05075819960999999,-0.00017974996074204475
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Ramalde,Female,35-44,0.000285,-0.010454151975,-9.316673195550881e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Ramalde,Male,25-34,0.000285,-0.03605130613500001,-0.00011117269201186601
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,Female,25-34,2.7e-05,-0.004808671541999999,-1.7028943649246346e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,Female,35-44,2.7e-05,-0.000990393345,-8.826321974732413e-06
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,Male,25-34,2.7e-05,-0.003415386897000001,-1.05321497695452e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Paranhos,Female,25-34,0.003549,-0.632073159354,-0.0022383600374509365
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Paranhos,Female,35-44,0.003549,-0.130181703015,-0.001160170988456494
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Paranhos,Male,25-34,0.003549,-0.44893363323900015,-0.0013843925752635524
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Female,25-34,0.008064,-1.436189900544,-0.0050859778365749085
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Female,35-44,0.008064,-0.29579747904000003,-0.002636128163120081
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",Male,25-34,0.008064,-1.0200622199040004,-0.0031456020645041667
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Bonfim,Female,25-34,0.000103,-0.018344191437999997,-6.496226651379162e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Bonfim,Female,35-44,0.000103,-0.003778167205,-3.367078382953476e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Bonfim,Male,25-34,0.000103,-0.013029068533000005,-4.017820097270947e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Female,25-34,0.003697,-0.658431803362,-0.002331703876713472
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Female,35-44,0.003697,-0.13561052579500002,-0.0012085523089105828
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Male,25-34,0.003697,-0.4676550132670002,-0.001442124359185504
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Campanhã,Female,25-34,0.001927,-0.34319666894199996,-0.001215362015262878
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Campanhã,Female,35-44,0.001927,-0.070684739845,-0.0006299378683447912
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,PORTO,Campanhã,Male,25-34,0.001927,-0.24375742779700008,-0.0007516834298486519
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,Female,25-34,0.087938,-15.661665113347999,-0.055462638763978715
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,Female,35-44,0.087938,-3.22567444343,-0.028747003770889595
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,Male,25-34,0.087938,-11.123788627718005,-0.03430282171978762
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,Female,25-34,0.002189,-0.389858592794,-0.0013806058388222315
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,Female,35-44,0.002189,-0.080295223415,-0.0007155858815810834
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,Male,25-34,0.002189,-0.2768993302790001,-0.0008538842905753498
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,Moreira,Female,25-34,0.000411,-0.073198666806,-0.0002592183644385277
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,Moreira,Female,35-44,0.000411,-0.015075987585,-0.00013435623450426009
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,Moreira,Male,25-34,0.000411,-0.05198977832100002,-0.0001603227242697436
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,Female,25-34,0.001501,-0.267326517946,-0.000946683126574769
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,Female,35-44,0.001501,-0.055058533735,-0.0004906781216323464
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,Male,25-34,0.001501,-0.18987021231100007,-0.0005855095112624943
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,Female,25-34,0.000103,-0.018344191437999997,-6.496226651379162e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,Female,35-44,0.000103,-0.003778167205,-3.367078382953476e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,Male,25-34,0.000103,-0.013029068533000005,-4.017820097270947e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,Female,25-34,0.000103,-0.018344191437999997,-6.496226651379162e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,Female,35-44,0.000103,-0.003778167205,-3.367078382953476e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,Male,25-34,0.000103,-0.013029068533000005,-4.017820097270947e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,Female,25-34,0.000229,-0.040784658634,-0.00014443067021027456
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,Female,35-44,0.000229,-0.008400002815,-7.486028637828603e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,Male,25-34,0.000229,-0.028967540719000012,-8.932823323058707e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,Female,25-34,0.000229,-0.040784658634,-0.00014443067021027456
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,Female,35-44,0.000229,-0.008400002815,-7.486028637828603e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,Male,25-34,0.000229,-0.028967540719000012,-8.932823323058707e-05
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Gulpilhares e Valadares,Female,25-34,0.001013,-0.180414232298,-0.0006389007376550573
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Gulpilhares e Valadares,Female,35-44,0.001013,-0.037158091055,-0.000331150524459405
R2 - AM Porto,Aveiro,Espinho,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Gulpilhares e Valadares,Male,25-34,0.001013,-0.12814025654300004,-0.0003951506561684922
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,Female,35-44,0.001027,-0.14408669814499997,-0.0006341704406775721
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,Male,15-24,0.001027,-2.132275085967,-0.0008419964662046189
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,Male,35-44,0.001027,0.037304523087,0.0013919525452852114
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,Female,35-44,0.0035,-0.4910452225,-0.002161242981861249
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,Male,15-24,0.0035,-7.266760273500001,-0.0028695108390615056
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,Male,35-44,0.0035,0.1271332335,0.0047437525886058814
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Belém,Female,35-44,0.002107,-0.29560922394499994,-0.0013010682750804717
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Belém,Male,15-24,0.002107,-4.374589684647001,-0.0017274455251150263
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Belém,Male,35-44,0.002107,0.076534206567,0.0028557390583407406
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,Female,35-44,0.766823,-107.584220186605,-0.47351166487993956
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,Male,15-24,0.766823,-1592.0911180588832,-0.6286876886119032
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,Male,35-44,0.766823,27.853910717763,1.0393195975007223
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,Female,35-44,0.003801,-0.533275111635,-0.0023471098783013162
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,Male,15-24,0.003801,-7.8917016570210015,-0.003116288771220795
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,Male,35-44,0.003801,0.138066691581,0.005151715311225987
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,Female,35-44,2.2e-05,-0.0030865699699999995,-1.3584955885984992e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,Male,15-24,2.2e-05,-0.04567677886200001,-1.803692527410089e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,Male,35-44,2.2e-05,0.0007991231819999999,2.981787341409411e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,Female,35-44,0.005209,-0.7308155897149999,-0.003216547055004356
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,Male,15-24,0.005209,-10.815015504189002,-0.004270651988763252
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,Male,35-44,0.005209,0.18921057522899998,0.007060059209728011
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,Female,35-44,0.001193,-0.16737627155499998,-0.0007366751078172771
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,Male,15-24,0.001193,-2.4769271446530006,-0.0009780932660001075
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,Male,35-44,0.001193,0.043334270732999995,0.0016169419537733762
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,Female,35-44,0.008589,-1.2050249760149998,-0.005303690277487504
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,Male,15-24,0.008589,-17.832629711169,-0.007041779599056934
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,Male,35-44,0.008589,0.311984955009,0.011641168852438832
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Female,35-44,0.000921,-0.129215042835,-0.0005687156532269172
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Male,15-24,0.000921,-1.9121960605410004,-0.000755091280793042
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,Male,35-44,0.000921,0.033454202301,0.0012482846097445763
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,Female,35-44,0.000588,-0.08249559738,-0.0003630888209526898
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,Male,15-24,0.000588,-1.2208157259480001,-0.0004820778209623329
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,Male,35-44,0.000588,0.021358383228,0.000796950434885788
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Female,35-44,5e-06,-0.000701493175,-3.0874899740874984e-06
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Male,15-24,5e-06,-0.010381086105000003,-4.099301198659294e-06
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Male,35-44,5e-06,0.000181618905,6.776789412294117e-06
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,Female,35-44,0.019211,-2.6952770769849996,-0.011862753978438986
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,Male,15-24,0.019211,-39.886209032631,-0.015750335065488737
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,Male,35-44,0.019211,0.697816156791,0.02603778027991645
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Female,35-44,0.000614,-0.08614336188999999,-0.00037914376881794477
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Male,15-24,0.000614,-1.2747973736940001,-0.0005033941871953612
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,Male,35-44,0.000614,0.022302801533999998,0.0008321897398297175
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Female,35-44,0.003707,-0.5200870399449999,-0.0022890650667884713
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Male,15-24,0.003707,-7.696537238247001,-0.003039221908686
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,Male,35-44,0.003707,0.13465225616699997,0.005024311670274857
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Female,35-44,0.025147,-3.5280897743449997,-0.015528222075675663
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Male,15-24,0.025147,-52.21063445648701,-0.020617025448537052
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,Male,35-44,0.025147,0.9134341208069999,0.03408318467019203
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Female,35-44,0.000719,-0.100874718565,-0.00044398105827378226
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Male,15-24,0.000719,-1.4928001818990002,-0.0005894795123672065
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,Male,35-44,0.000719,0.026116798538999998,0.000974502317487894
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Female,35-44,0.002373,-0.332928660855,-0.001465322741701927
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Male,15-24,0.002373,-4.9268634654330015,-0.0019455283488837008
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,Male,35-44,0.002373,0.086196332313,0.0032162642550747876
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Female,35-44,0.118622,-16.64250468097,-0.07324884714124145
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Male,15-24,0.118622,-246.28503918946205,-0.09725346135747255
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,Male,35-44,0.118622,4.308799549782,0.16077526273303053
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Female,35-44,0.001831,-0.25688680068499997,-0.001130638828510842
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Male,15-24,0.001831,-3.8015537316510004,-0.0015011640989490334
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,Male,35-44,0.001831,0.06650884301099999,0.002481660282782105
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Female,35-44,0.003999,-0.5610542413649999,-0.002469374481275181
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Male,15-24,0.003999,-8.302792666779002,-0.003278621098687703
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,Male,35-44,0.003999,0.14525880021899998,0.005420076171952834
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Female,35-44,0.00144,-0.2020300344,-0.0008891971125371996
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Male,15-24,0.00144,-2.9897527982400005,-0.0011805987452138767
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,Beato,Male,35-44,0.00144,0.05230624464,0.0019517153507407057
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Female,35-44,0.000742,-0.10410158717,-0.0004581835121545848
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Male,15-24,0.000742,-1.5405531779820003,-0.0006083362978810392
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,Male,35-44,0.000742,0.026952245502,0.0010056755487844469
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Female,35-44,3.6e-05,-0.00505075086,-2.2229927813429987e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Male,15-24,3.6e-05,-0.07474381995600002,-2.9514968630346914e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,Male,35-44,3.6e-05,0.001307656116,4.879288376851764e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,Female,35-44,1.1e-05,-0.0015432849849999998,-6.792477942992496e-06
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,Male,15-24,1.1e-05,-0.022838389431000004,-9.018462637050445e-06
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,Male,35-44,1.1e-05,0.00039956159099999996,1.4908936707047055e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,Female,35-44,0.000144,-0.02020300344,-8.891971125371995e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,Male,15-24,0.000144,-0.2989752798240001,-0.00011805987452138765
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,Male,35-44,0.000144,0.005230624464,0.00019517153507407056
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,Female,35-44,7e-05,-0.00982090445,-4.3224859637224975e-05
R2 - AM Porto,Aveiro,Oliveira de Azeméis,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,Male,15-24,7e-05,-0.14533520547,-5.7390216781230104e-05
