County_of_Origin,Parish_of_Public_Transportation,GenderDescription,AgeClassDescription,Parish_variation_abs,Parish_variation_rel
Montijo,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,45-54,-0.001179850464,-1.5785979530950476e-06
Montijo,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,55-64,-0.0005345908200000001,-2.3847554499690596e-06
Montijo,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,35-44,0.003528866908,5.387203740707601e-05
Montijo,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,45-54,-0.00013114201799999993,-3.904059206465883e-06
Montijo,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,25-34,-0.006596556484000001,-1.095629097682514e-05
Montijo,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,35-44,0.0001684295059999999,7.745996945521338e-07
Montijo,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,45-54,-0.0027529844159999996,-3.683395223888444e-06
Montijo,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Male,55-64,-0.0012473785800000002,-5.5644293832611386e-06
Montijo,União das freguesias de Laranjeiro e Feijó,Female,35-44,0.001512371532,2.3088016031604006e-05
Montijo,União das freguesias de Laranjeiro e Feijó,Female,45-54,-5.620372199999998e-05,-1.6731682313425213e-06
Montijo,União das freguesias de Laranjeiro e Feijó,Male,25-34,-0.002827095636,-4.695553275782203e-06
Montijo,União das freguesias de Laranjeiro e Feijó,Male,35-44,7.218407399999996e-05,3.3197129766520025e-07
Montijo,União das freguesias de Laranjeiro e Feijó,Male,45-54,-0.001179850464,-1.5785979530950476e-06
Montijo,União das freguesias de Laranjeiro e Feijó,Male,55-64,-0.0005345908200000001,-2.3847554499690596e-06
Montijo,União das freguesias de Charneca de Caparica e Sobreda,Female,35-44,0.001512371532,2.3088016031604006e-05
Montijo,União das freguesias de Charneca de Caparica e Sobreda,Female,45-54,-5.620372199999998e-05,-1.6731682313425213e-06
Montijo,União das freguesias de Charneca de Caparica e Sobreda,Male,25-34,-0.002827095636,-4.695553275782203e-06
Montijo,União das freguesias de Charneca de Caparica e Sobreda,Male,35-44,7.218407399999996e-05,3.3197129766520025e-07
Montijo,União das freguesias de Charneca de Caparica e Sobreda,Male,45-54,-0.001179850464,-1.5785979530950476e-06
Montijo,União das freguesias de Charneca de Caparica e Sobreda,Male,55-64,-0.0005345908200000001,-2.3847554499690596e-06
Montijo,União das freguesias de Matosinhos e Leça da Palmeira,Female,35-44,0.001512371532,2.3088016031604006e-05
Montijo,União das freguesias de Matosinhos e Leça da Palmeira,Female,45-54,-5.620372199999998e-05,-1.6731682313425213e-06
Montijo,União das freguesias de Matosinhos e Leça da Palmeira,Male,25-34,-0.002827095636,-4.695553275782203e-06
Montijo,União das freguesias de Matosinhos e Leça da Palmeira,Male,35-44,7.218407399999996e-05,3.3197129766520025e-07
Montijo,União das freguesias de Matosinhos e Leça da Palmeira,Male,45-54,-0.001179850464,-1.5785979530950476e-06
Montijo,União das freguesias de Matosinhos e Leça da Palmeira,Male,55-64,-0.0005345908200000001,-2.3847554499690596e-06
Montijo,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,35-44,0.006049486128,9.235206412641602e-05
Montijo,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Female,45-54,-0.00022481488799999991,-6.692672925370085e-06
Montijo,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,25-34,-0.011308382544,-1.8782213103128813e-05
Montijo,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,35-44,0.00028873629599999984,1.327885190660801e-06
Montijo,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,45-54,-0.004719401856,-6.31439181238019e-06
Montijo,União das freguesias de Póvoa de Santo Adrião e Olival Basto,Male,55-64,-0.0021383632800000005,-9.539021799876238e-06
Montijo,União das freguesias de Lordelo do Ouro e Massarelos,Female,35-44,0.045371145960000005,0.0006926404809481201
Montijo,União das freguesias de Lordelo do Ouro e Massarelos,Female,45-54,-0.0016861116599999994,-5.019504694027564e-05
Montijo,União das freguesias de Lordelo do Ouro e Massarelos,Male,25-34,-0.08481286908,-0.0001408665982734661
Montijo,União das freguesias de Lordelo do Ouro e Massarelos,Male,35-44,0.0021655222199999987,9.959138929956007e-06
Montijo,União das freguesias de Lordelo do Ouro e Massarelos,Male,45-54,-0.03539551392,-4.7357938592851424e-05
Montijo,União das freguesias de Lordelo do Ouro e Massarelos,Male,55-64,-0.016037724600000004,-7.154266349907179e-05
Montijo,Ramalde,Female,35-44,0.001512371532,2.3088016031604006e-05
Montijo,Ramalde,Female,45-54,-5.620372199999998e-05,-1.6731682313425213e-06
Montijo,Ramalde,Male,25-34,-0.002827095636,-4.695553275782203e-06
Montijo,Ramalde,Male,35-44,7.218407399999996e-05,3.3197129766520025e-07
Montijo,Ramalde,Male,45-54,-0.001179850464,-1.5785979530950476e-06
Montijo,Ramalde,Male,55-64,-0.0005345908200000001,-2.3847554499690596e-06
Montijo,"União das freguesias de Camarate, Unhos e Apelação",Female,35-44,0.008570105348,0.00013083209084575602
Montijo,"União das freguesias de Camarate, Unhos e Apelação",Female,45-54,-0.00031848775799999985,-9.481286644274287e-06
Montijo,"União das freguesias de Camarate, Unhos e Apelação",Male,25-34,-0.016020208604,-2.6608135229432483e-05
Montijo,"União das freguesias de Camarate, Unhos e Apelação",Male,35-44,0.0004090430859999997,1.8811706867694679e-06
Montijo,"União das freguesias de Camarate, Unhos e Apelação",Male,45-54,-0.006685819296,-8.945388400871935e-06
Montijo,"União das freguesias de Camarate, Unhos e Apelação",Male,55-64,-0.003029347980000001,-1.3513614216491337e-05
Montijo,Paranhos,Female,35-44,0.000252061922,3.848002671934001e-06
Montijo,Paranhos,Female,45-54,-9.367286999999995e-06,-2.788613718904202e-07
Montijo,Paranhos,Male,25-34,-0.000471182606,-7.825922126303672e-07
Montijo,Paranhos,Male,35-44,1.2030678999999992e-05,5.53285496108667e-08
Montijo,Paranhos,Male,45-54,-0.00019664174399999998,-2.6309965884917456e-07
Montijo,Paranhos,Male,55-64,-8.909847000000001e-05,-3.9745924166150993e-07
Montijo,Corroios,Female,35-44,0.001512371532,2.3088016031604006e-05
Montijo,Corroios,Female,45-54,-5.620372199999998e-05,-1.6731682313425213e-06
Montijo,Corroios,Male,25-34,-0.002827095636,-4.695553275782203e-06
Montijo,Corroios,Male,35-44,7.218407399999996e-05,3.3197129766520025e-07
Montijo,Corroios,Male,45-54,-0.001179850464,-1.5785979530950476e-06
Montijo,Corroios,Male,55-64,-0.0005345908200000001,-2.3847554499690596e-06
Montijo,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Female,35-44,0.002016495376,3.0784021375472005e-05
Montijo,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Female,45-54,-7.493829599999996e-05,-2.2308909751233615e-06
Montijo,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,25-34,-0.003769460848,-6.260737701042937e-06
Montijo,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,35-44,9.624543199999994e-05,4.426283968869336e-07
Montijo,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,45-54,-0.0015731339519999999,-2.1047972707933965e-06
Montijo,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",Male,55-64,-0.0007127877600000001,-3.1796739332920794e-06
Montijo,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Female,35-44,0.001512371532,2.3088016031604006e-05
Montijo,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Female,45-54,-5.620372199999998e-05,-1.6731682313425213e-06
Montijo,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Male,25-34,-0.002827095636,-4.695553275782203e-06
Montijo,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Male,35-44,7.218407399999996e-05,3.3197129766520025e-07
Montijo,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Male,45-54,-0.001179850464,-1.5785979530950476e-06
Montijo,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",Male,55-64,-0.0005345908200000001,-2.3847554499690596e-06
Montijo,Águas Santas,Female,35-44,0.010334538802,0.00015776810954929403
Montijo,Águas Santas,Female,45-54,-0.0003840587669999998,-1.1433316247507228e-05
Montijo,Águas Santas,Male,25-34,-0.019318486846000002,-3.208628071784505e-05
Montijo,Águas Santas,Male,35-44,0.0004932578389999997,2.268470534045535e-06
Montijo,Águas Santas,Male,45-54,-0.008062311503999999,-1.0787086012816158e-05
Montijo,Águas Santas,Male,55-64,-0.0036530372700000007,-1.6295828908121906e-05
Palmela,Benfica,Female,35-44,-0.25347568679999993,-0.003230799711736587
Palmela,Benfica,Female,45-54,-5.035474275672,-0.007208977741350409
Palmela,Benfica,Female,55-64,-2.4818542213679993,-0.002537318838946056
Palmela,Benfica,Female,65+,-14.253557054579998,-0.0057379953259318935
Palmela,Benfica,Male,35-44,0.04688825798400002,0.003016452013953781
Palmela,Benfica,Male,45-54,-1.1126867112,-0.006541155314448237
Palmela,São Domingos de Benfica,Female,35-44,-3.834419500799999,-0.04887348989663252
Palmela,São Domingos de Benfica,Female,45-54,-76.173462639232,-0.10905284519093825
Palmela,São Domingos de Benfica,Female,55-64,-37.54391730700799,-0.038382950880328656
Palmela,São Domingos de Benfica,Female,65+,-215.61877518048,-0.08680075572933611
Palmela,São Domingos de Benfica,Male,35-44,0.7092958423040003,0.04563097380877404
Palmela,São Domingos de Benfica,Male,45-54,-16.8320191872,-0.09895045087804405
Palmela,Belém,Female,35-44,-0.7745361497999997,-0.009872233511207933
Palmela,Belém,Female,45-54,-15.386709893692,-0.022028202918669224
Palmela,Belém,Female,55-64,-7.583708864747998,-0.007753190016535678
Palmela,Belém,Female,65+,-43.55405972612999,-0.017533377119614477
Palmela,Belém,Male,35-44,0.14327469142400007,0.009217259289991269
Palmela,Belém,Male,45-54,-3.3999950532000005,-0.019987562974803412
Palmela,Alvalade,Female,35-44,-3.484904421599999,-0.04441857261686228
Palmela,Alvalade,Female,45-54,-69.230097725264,-0.09911245817383076
Palmela,Alvalade,Female,55-64,-34.121713443215995,-0.034884267412317704
Palmela,Alvalade,Female,65+,-195.96468848796,-0.07888869159367513
Palmela,Alvalade,Male,35-44,0.6446420942080003,0.04147161841705978
Palmela,Alvalade,Male,45-54,-15.297746654400003,-0.08993091749931498
Palmela,Olivais,Female,35-44,-1.2196433591999996,-0.015545567557467223
Palmela,Olivais,Female,45-54,-24.229080265167998,-0.03468727884657473
Palmela,Olivais,Female,55-64,-11.941883096591997,-0.012208760970969824
Palmela,Olivais,Female,65+,-68.58352541052,-0.027609385273765333
Palmela,Olivais,Male,35-44,0.2256111944960001,0.014514195478113187
Palmela,Olivais,Male,45-54,-5.353890052800001,-0.03147393243698898
Palmela,Carnide,Female,35-44,-0.28765058489999995,-0.0036663927752134244
Palmela,Carnide,Female,45-54,-5.714382862246,-0.008180929263904952
Palmela,Carnide,Female,55-64,-2.816470594973999,-0.002879413238069277
Palmela,Carnide,Female,65+,-16.175295056564998,-0.0065116214201644505
Palmela,Carnide,Male,35-44,0.053209974512000026,0.0034231456164125797
Palmela,Carnide,Male,45-54,-1.2627048666,-0.007423067576526156
Palmela,Alfragide,Female,35-44,-0.007318835999999999,-9.328584345726432e-05
Palmela,Alfragide,Female,45-54,-0.14539386744,-0.00020815142660299548
Palmela,Alfragide,Female,55-64,-0.07166085335999998,-7.326233413703723e-05
Palmela,Alfragide,Female,65+,-0.41155602659999996,-0.00016567840209620485
Palmela,Alfragide,Male,35-44,0.0013538476800000008,8.709678577344892e-05
Palmela,Alfragide,Male,45-54,-0.03212762400000001,-0.00018886877712555067
Palmela,Estrela,Female,35-44,-0.7252763174999998,-0.009244367959271955
Palmela,Estrela,Female,45-54,-14.40812839145,-0.020627228177949618
Palmela,Estrela,Female,55-64,-7.101391510049998,-0.007260093806496675
Palmela,Estrela,Female,65+,-40.78405902487499,-0.016418269429950297
Palmela,Estrela,Male,35-44,0.13416254440000006,0.00863104953463275
Palmela,Estrela,Male,45-54,-3.183758295,-0.018716371177650053
Palmela,Campolide,Female,35-44,-1.1213066654999997,-0.014292168599681703
Palmela,Campolide,Female,45-54,-22.27555210737,-0.0318905331508006
Palmela,Campolide,Female,55-64,-10.979039908529998,-0.011224400109245245
Palmela,Campolide,Female,65+,-63.053812908675,-0.025383311854489384
Palmela,Campolide,Male,35-44,0.2074207466400001,0.013343953387040487
Palmela,Campolide,Male,45-54,-4.922219727000001,-0.028936270562110407
Palmela,Santo António,Female,35-44,-1.2432669353999997,-0.01584667352995984
Palmela,Santo António,Female,45-54,-24.698379359516,-0.03535914539577662
Palmela,Santo António,Female,55-64,-12.173188406603996,-0.012445235505045485
Palmela,Santo António,Female,65+,-69.91193680749,-0.028144158338309196
Palmela,Santo António,Male,35-44,0.2299811139520001,0.014795324547748597
Palmela,Santo António,Male,45-54,-5.457590883600001,-0.0320835588787109
Palmela,Lumiar,Female,35-44,-1.8833601338999995,-0.02400529792232641
Palmela,Lumiar,Female,45-54,-37.414284682706,-0.053563722247430265
Palmela,Lumiar,Female,55-64,-18.440527206713995,-0.018852637144780533
Palmela,Lumiar,Female,65+,-105.90594096721499,-0.04263411525497311
Palmela,Lumiar,Male,35-44,0.34838637563200014,0.022412664270184818
Palmela,Lumiar,Male,45-54,-8.267419332600001,-0.04860170734481635
Palmela,Alcântara,Female,35-44,-1.0296789047999997,-0.013124281665065341
Palmela,Alcântara,Female,45-54,-20.455301661392,-0.029284592929412538
Palmela,Alcântara,Female,55-64,-10.081885836047997,-0.010307196387146281
Palmela,Alcântara,Female,65+,-57.901360097879994,-0.023309110303801617
Palmela,Alcântara,Male,35-44,0.1904713258240001,0.012253550016260113
Palmela,Alcântara,Male,45-54,-4.519999723200001,-0.026571738399596916
Palmela,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Female,35-44,-0.03980633579999999,-0.0005073713374703432
Palmela,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Female,45-54,-0.790781090132,-0.0011321124813574032
Palmela,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Female,55-64,-0.38975541910799993,-0.00039846569511199696
Palmela,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Female,65+,-2.2384075002299997,-0.0009011064202899141
Palmela,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Male,35-44,0.007363427104000004,0.0004737097404011472
Palmela,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Male,45-54,-0.17473857720000002,-0.0010272362933661894
Palmela,Avenidas Novas,Female,35-44,-0.2862681380999999,-0.003648772115893719
Palmela,Avenidas Novas,Female,45-54,-5.686919576174,-0.008141611772213274
Palmela,Avenidas Novas,Female,55-64,-2.8029346560059993,-0.0028655747971767253
Palmela,Avenidas Novas,Female,65+,-16.097556695985,-0.0064803266108796114
Palmela,Avenidas Novas,Male,35-44,0.052954247728000024,0.0034066940013220393
Palmela,Avenidas Novas,Male,45-54,-1.2566363154000002,-0.007387392363069107
Palmela,Parque das Nações,Female,35-44,-0.15259773059999995,-0.0019450098360839607
Palmela,Parque das Nações,Female,45-54,-3.031462136124,-0.004339957244672455
Palmela,Parque das Nações,Female,55-64,-1.4941287925559996,-0.0015275196667572262
Palmela,Parque das Nações,Female,65+,-8.580943154609999,-0.0034543946837058705
Palmela,Parque das Nações,Male,35-44,0.028227724128000013,0.00181596798337641
Palmela,Parque das Nações,Male,45-54,-0.6698609604,-0.003937914003067731
Palmela,Santa Maria Maior,Female,35-44,-1.1106333629999996,-0.014156126744639858
Palmela,Santa Maria Maior,Female,45-54,-22.063519384019997,-0.03158697898700456
Palmela,Santa Maria Maior,Female,55-64,-10.874534497379997,-0.0111175592052954
Palmela,Santa Maria Maior,Female,65+,-62.45362703654999,-0.025141697518099082
Palmela,Santa Maria Maior,Male,35-44,0.2054463854400001,0.013216937241120873
Palmela,Santa Maria Maior,Male,45-54,-4.875366942,-0.02866083692880231
Palmela,Águas Livres,Female,35-44,-0.00046759229999999985,-5.959928887547442e-06
Palmela,Águas Livres,Female,45-54,-0.009289052641999999,-1.3298563366302489e-05
Palmela,Águas Livres,Female,55-64,-0.004578332297999999,-4.680649125421823e-06
Palmela,Águas Livres,Female,65+,-0.026293857254999997,-1.0585009022813087e-05
Palmela,Águas Livres,Male,35-44,8.649582400000005e-05,5.564516868859237e-06
Palmela,Águas Livres,Male,45-54,-0.0020525982,-1.2066616316354625e-05
Palmela,Arroios,Female,35-44,-0.3557970800999999,-0.004534987628737729
Palmela,Arroios,Female,45-54,-7.068161316854,-0.01011905032494173
Palmela,Arroios,Female,55-64,-3.483712762925999,-0.003561566971478579
Palmela,Arroios,Female,65+,-20.007338948684996,-0.008054271430793557
Palmela,Arroios,Male,35-44,0.06581580068800003,0.004234113466169804
Palmela,Arroios,Male,45-54,-1.5618487434000001,-0.009181645745761838
Palmela,Campo de Ourique,Female,35-44,-0.45734592959999987,-0.005829328706707272
Palmela,Campo de Ourique,Female,45-54,-9.085501227583999,-0.013007151369058294
Palmela,Campo de Ourique,Female,55-64,-4.478007103295998,-0.004578081857629971
Palmela,Campo de Ourique,Female,65+,-25.717678817759996,-0.0103530592598784
Palmela,Campo de Ourique,Male,35-44,0.08460043724800004,0.005442581368776408
Palmela,Campo de Ourique,Male,45-54,-2.0076195264,-0.011802200028378854
Palmela,Misericórdia,Female,35-44,-0.9679160609999997,-0.012337052797223205
Palmela,Misericórdia,Female,45-54,-19.228338968939997,-0.02752802616824615
Palmela,Misericórdia,Female,55-64,-9.477147856859998,-0.009688943689623173
Palmela,Misericórdia,Female,65+,-54.428284517849995,-0.02191096867722309
Palmela,Misericórdia,Male,35-44,0.17904635568000007,0.01151854991853862
Palmela,Misericórdia,Male,45-54,-4.248878274,-0.024977895774854073
Palmela,Areeiro,Female,35-44,-0.5932933082999998,-0.007562113248925957
Palmela,Areeiro,Female,45-54,-11.786192315282,-0.016873564118208936
Palmela,Areeiro,Female,55-64,-5.809107454457998,-0.005938929714225437
Palmela,Areeiro,Female,65+,-33.362332011854996,-0.013430535578815404
Palmela,Areeiro,Male,35-44,0.10974815790400005,0.007060404164518222
Palmela,Areeiro,Male,45-54,-2.6043901422,-0.015310437563485957
Palmela,Marvila,Female,35-44,-0.09475859609999998,-0.0012077925454286361
Palmela,Marvila,Female,45-54,-1.882446711494,-0.002694982776101561
Palmela,Marvila,Female,55-64,-0.9278089930859998,-0.0009485437205909181
Palmela,Marvila,Female,65+,-5.328507333285,-0.002145075089362252
Palmela,Marvila,Male,35-44,0.01752856676800001,0.0011276614402501261
Palmela,Marvila,Male,45-54,-0.41596348740000005,-0.0024453260282838655
Palmela,Ajuda,Female,35-44,-0.08845626509999997,-0.001127463069118214
Palmela,Ajuda,Female,45-54,-1.757246436754,-0.0025157412698600923
Palmela,Ajuda,Female,55-64,-0.8661010360259997,-0.0008854567106395805
Palmela,Ajuda,Female,65+,-4.974111865934999,-0.0020024075764460757
Palmela,Ajuda,Male,35-44,0.016362753488000006,0.001052661430278545
Palmela,Ajuda,Male,45-54,-0.3882980334,-0.002282689025759086
Palmela,Santa Clara,Female,35-44,-0.016345400399999994,-0.00020833838372122363
Palmela,Santa Clara,Female,45-54,-0.324712970616,-0.00046487151941335657
Palmela,Santa Clara,Female,55-64,-0.16004257250399997,-0.00016361921290604983
Palmela,Santa Clara,Female,65+,-0.91914179274,-0.0003700150980148575
Palmela,Santa Clara,Male,35-44,0.0030235931520000018,0.00019451615489403593
Palmela,Santa Clara,Male,45-54,-0.07175169360000001,-0.00042180693558039646
Palmela,Penha de França,Female,35-44,-0.05977049399999998,-0.0007618343882343252
Palmela,Penha de França,Female,45-54,-1.18738325076,-0.0016999033172577962
Palmela,Penha de França,Female,55-64,-0.5852303024399998,-0.0005983090621191373
Palmela,Penha de França,Female,65+,-3.3610408838999994,-0.0013530402837856727
Palmela,Penha de França,Male,35-44,0.011056422720000006,0.0007112904171498329
Palmela,Penha de França,Male,45-54,-0.262375596,-0.0015424283465253303
Palmela,Falagueira-Venda Nova,Female,35-44,-0.0010774952999999998,-1.3733749175652801e-05
Palmela,Falagueira-Venda Nova,Female,45-54,-0.021405208262,-3.064451558321878e-05
Palmela,Falagueira-Venda Nova,Female,55-64,-0.010550070077999997,-1.0785843636841591e-05
Palmela,Falagueira-Venda Nova,Female,65+,-0.060590192805,-2.4391542530830158e-05
Palmela,Falagueira-Venda Nova,Male,35-44,0.0001993164640000001,1.2822582349979979e-05
Palmela,Falagueira-Venda Nova,Male,45-54,-0.0047299002000000005,-2.780568107681718e-05
Palmela,Beato,Female,35-44,-0.0017483885999999996,-2.2284951492568697e-05
Palmela,Beato,Female,45-54,-0.034732979444,-4.972506302182669e-05
Palmela,Beato,Female,55-64,-0.017118981635999998,-1.7501557599403337e-05
Palmela,Beato,Female,65+,-0.09831616190999999,-3.957872938964893e-05
Palmela,Beato,Male,35-44,0.00032341916800000017,2.0806454379212797e-05
Palmela,Beato,Male,45-54,-0.007674932400000001,-4.511865231332599e-05
Palmela,União das freguesias de Carnaxide e Queijas,Female,35-44,-0.00046759229999999985,-5.959928887547442e-06
Palmela,União das freguesias de Carnaxide e Queijas,Female,45-54,-0.009289052641999999,-1.3298563366302489e-05
Palmela,União das freguesias de Carnaxide e Queijas,Female,55-64,-0.004578332297999999,-4.680649125421823e-06
Palmela,União das freguesias de Carnaxide e Queijas,Female,65+,-0.026293857254999997,-1.0585009022813087e-05
Palmela,União das freguesias de Carnaxide e Queijas,Male,35-44,8.649582400000005e-05,5.564516868859237e-06
Palmela,União das freguesias de Carnaxide e Queijas,Male,45-54,-0.0020525982,-1.2066616316354625e-05
Palmela,União das freguesias de Moscavide e Portela,Female,35-44,-0.11762995859999997,-0.001499310806232587
Palmela,União das freguesias de Moscavide e Portela,Female,45-54,-2.336802547244,-0.0033454559842359217
Palmela,União das freguesias de Moscavide e Portela,Female,55-64,-1.151749159836,-0.0011774885147691596
Palmela,União das freguesias de Moscavide e Portela,Female,65+,-6.61461991641,-0.0026628200959128924
Palmela,União das freguesias de Moscavide e Portela,Male,35-44,0.021759340768000013,0.001399838895792154
Palmela,União das freguesias de Moscavide e Portela,Male,45-54,-0.5163623124000001,-0.0030355409568012114
Palmela,São Vicente,Female,35-44,-0.03736672379999999,-0.00047627605631792166
Palmela,São Vicente,Female,45-54,-0.742316467652,-0.001062728672489738
Palmela,São Vicente,Female,55-64,-0.36586846798799993,-0.0003740449170663178
Palmela,São Vicente,Female,65+,-2.1012221580299997,-0.0008458802862578458
Palmela,São Vicente,Male,35-44,0.006912144544000003,0.0004446774784766642
Palmela,São Vicente,Male,45-54,-0.16402936920000002,-0.0009642800343243391
Palmela,Encosta do Sol,Female,35-44,-0.0012807962999999997,-1.6325022605021256e-05
Palmela,Encosta do Sol,Female,45-54,-0.025443926802,-3.6426499655524204e-05
Palmela,Encosta do Sol,Female,55-64,-0.012540649337999997,-1.2820908473981514e-05
Palmela,Encosta do Sol,Female,65+,-0.072022304655,-2.8993720366835846e-05
Palmela,Encosta do Sol,Male,35-44,0.0002369233440000001,1.5241937510353561e-05
Palmela,Encosta do Sol,Male,45-54,-0.005622334200000001,-3.305203599697136e-05
Palmela,União das freguesias de Pontinha e Famões,Female,35-44,-0.015247574999999996,-0.000194345507202634
Palmela,União das freguesias de Pontinha e Famões,Female,45-54,-0.3029038905,-0.0004336488054229072
Palmela,União das freguesias de Pontinha e Famões,Female,55-64,-0.14929344449999996,-0.00015262986278549422
Palmela,União das freguesias de Pontinha e Famões,Female,65+,-0.8574083887499999,-0.00034516333770042676
Palmela,União das freguesias de Pontinha e Famões,Male,35-44,0.002820516000000001,0.0001814516370280186
Palmela,União das freguesias de Pontinha e Famões,Male,45-54,-0.06693255000000001,-0.0003934766190115639
Palmela,União das freguesias de Sacavém e Prior Velho,Female,35-44,-0.03065779079999999,-0.00039076403314876275
Palmela,União das freguesias de Sacavém e Prior Velho,Female,45-54,-0.609038755832,-0.0008719231981036587
Palmela,União das freguesias de Sacavém e Prior Velho,Female,55-64,-0.3001793524079999,-0.0003068877774407004
Palmela,União das freguesias de Sacavém e Prior Velho,Female,65+,-1.7239624669799998,-0.0006940084176696581
Palmela,União das freguesias de Sacavém e Prior Velho,Male,35-44,0.005671117504000003,0.00036483875818433604
Palmela,União das freguesias de Sacavém e Prior Velho,Male,45-54,-0.13457904720000002,-0.000791150321959251
Palmela,Venteira,Female,35-44,-0.00046759229999999985,-5.959928887547442e-06
Palmela,Venteira,Female,45-54,-0.009289052641999999,-1.3298563366302489e-05
Palmela,Venteira,Female,55-64,-0.004578332297999999,-4.680649125421823e-06
Palmela,Venteira,Female,65+,-0.026293857254999997,-1.0585009022813087e-05
Palmela,Venteira,Male,35-44,8.649582400000005e-05,5.564516868859237e-06
Palmela,Venteira,Male,45-54,-0.0020525982,-1.2066616316354625e-05
Palmela,Odivelas,Female,35-44,-0.00014231069999999995,-1.8138914005579171e-06
Palmela,Odivelas,Female,45-54,-0.0028271029779999997,-4.0473888506138e-06
Palmela,Odivelas,Female,55-64,-0.0013934054819999997,-1.4245453859979461e-06
Palmela,Odivelas,Female,65+,-0.008002478294999999,-3.2215244852039827e-06
Palmela,Odivelas,Male,35-44,2.6324816000000013e-05,1.6935486122615067e-06
Palmela,Odivelas,Male,45-54,-0.0006247038000000001,-3.672448444107929e-06
Palmela,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,35-44,-0.004147340399999999,-5.286197795911644e-05
Palmela,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,45-54,-0.08238985821599999,-0.00011795247507503076
Palmela,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,55-64,-0.04060781690399999,-4.151532267765443e-05
Palmela,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Female,65+,-0.23321508173999997,-9.388442785451607e-05
Palmela,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,35-44,0.0007671803520000003,4.935484527162105e-05
Palmela,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Male,45-54,-0.018205653600000003,-0.00010702564037114537
Palmela,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,35-44,-0.012889283399999996,-0.00016428673542195993
Palmela,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,45-54,-0.256054755436,-0.00036657779018416423
Palmela,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,55-64,-0.12620272508399996,-0.00012902311067467112
Palmela,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Female,65+,-0.72479589129,-0.00029177807480276074
Palmela,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,35-44,0.0023842761920000012,0.00015338711716768503
Palmela,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",Male,45-54,-0.05658031560000001,-0.0003326189019377753
Palmela,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,35-44,-0.0003862718999999999,-4.9234195158000615e-06
Palmela,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Female,45-54,-0.007673565226,-1.0985769737380317e-05
