PanelID,X,Y,Max_Visibi,Average_Da,geometry
32222,-8.517813,41.159918,69,7405.0,POINT (-8.517813 41.159918)
28364,-8.589693,41.028758,69,7405.0,POINT (-8.589693 41.028758)
20319,-8.748387,41.351481,69,7405.0,POINT (-8.748386999999999 41.351481)
27495,-9.292081,38.771752,69,7405.0,POINT (-9.292081 38.771752)
46911,-8.622905,41.150222,69,7405.0,POINT (-8.622904999999999 41.150222)
22530,-8.510642,41.153112,69,7407.0,POINT (-8.510642000000001 41.153112)
15974,-8.631183,41.152696,69,7407.0,POINT (-8.631183 41.152696)
29405,-9.13666,38.73999,69,7409.0,POINT (-9.136659999999999 38.73999)
26989,-9.115641,38.623644,69,7409.0,POINT (-9.115641 38.623644)
31247,-9.15242,38.682447,69,7410.0,POINT (-9.152419999999999 38.682447)
12744,-8.976574,38.705843,69,7410.0,POINT (-8.976573999999999 38.705843)
8400,-9.158771,38.746215,69,7412.0,POINT (-9.158771 38.746215)
5995,-7.942659,37.024901,69,7412.0,POINT (-7.942659 37.024901)
23586,-9.187712,38.705078,69,7412.0,POINT (-9.187711999999999 38.705078)
8271,-9.139831,38.72764,69,7413.0,POINT (-9.139830999999999 38.72764)
20373,-8.761676,41.370393,69,7413.0,POINT (-8.761676 41.370393)
12228,-8.63186,41.185795,69,7414.0,POINT (-8.63186 41.185795)
25014,-9.169775,38.767979,69,7414.0,POINT (-9.169775 38.767979)
15110,-8.629765,41.15563,75,7415.0,POINT (-8.629765000000001 41.15563)
499,-9.35238,38.687577,72,7416.0,POINT (-9.35238 38.687577)
31844,-8.636636,41.165718,69,7416.0,POINT (-8.636635999999999 41.165718)
20508,-9.071004,38.855645,69,7417.0,POINT (-9.071004 38.855645)
8149,-9.13077,38.750486,69,7417.0,POINT (-9.13077 38.750486)
11010,-8.021456,37.13896,69,7417.0,POINT (-8.021456000000001 37.13896)
19248,-9.265834,38.75579,69,7418.0,POINT (-9.265834 38.75579)
28652,-8.580022,41.126885,69,7418.0,POINT (-8.580022 41.126885)
18508,-9.3805,38.802462,69,7418.0,POINT (-9.3805 38.802462)
22145,-8.629082,40.968073,69,7418.0,POINT (-8.629082 40.968073)
16104,-8.570339,41.164202,69,7419.0,POINT (-8.570339000000001 41.164202)
18518,-9.257227,38.75934,69,7419.0,POINT (-9.257227 38.75934)
27002,-9.098567,38.623066,69,7419.0,POINT (-9.098566999999999 38.623066)
10783,-9.196849,38.752817,69,7420.0,POINT (-9.196849 38.752817)
46452,-8.617684,41.171029,69,7422.0,POINT (-8.617684000000001 41.171029)
14228,-9.225677,38.711438,69,7422.0,POINT (-9.225676999999999 38.711438)
12367,-8.663714,41.180661,69,7422.0,POINT (-8.663714000000001 41.180661)
8909,-9.158562,38.738041,69,7422.0,POINT (-9.158562 38.738041)
27209,-9.353742,38.78638,69,7423.0,POINT (-9.353742 38.78638)
12282,-8.614443,41.221211,69,7425.0,POINT (-8.614443 41.221211)
19525,-7.641817,37.131623,69,7425.0,POINT (-7.641817 37.131623)
21398,-9.135202,38.742257,69,7425.0,POINT (-9.135202 38.742257)
12855,-8.97292,38.71283,69,7425.0,POINT (-8.97292 38.71283)
22006,-8.428281,41.572425,69,7426.0,POINT (-8.428281 41.572425)
17010,-9.104792,38.631347,69,7426.0,POINT (-9.104792 38.631347)
16491,-8.599386,41.169809,69,7426.0,POINT (-8.599386000000001 41.169809)
7301,-9.13011,38.748558,89,7427.0,POINT (-9.13011 38.748558)
24578,-9.178544,38.765178,69,7427.0,POINT (-9.178544 38.765178)
99,-8.583576,41.001103,180,7428.0,POINT (-8.583576000000001 41.001103)
1628,-9.193463,38.618001,69,7428.0,POINT (-9.193462999999999 38.618001)
6304,-7.501368,40.136735,75,7429.0,POINT (-7.501368 40.136735)
10487,-9.112363,38.725552,69,7429.0,POINT (-9.112363 38.725552)
13277,-9.308331,38.694762,69,7430.0,POINT (-9.308331000000001 38.694762)
5903,-9.096638,38.761722,69,7430.0,POINT (-9.096638 38.761722)
29336,-9.168671,38.74228,69,7431.0,POINT (-9.168671 38.74228)
2483,-9.230286,38.699106,69,7432.0,POINT (-9.230286 38.699106)
6925,-8.682568,37.097969,69,7432.0,POINT (-8.682568 37.097969)
5407,-8.420995,40.194609,69,7433.0,POINT (-8.420995 40.194609)
27849,-8.482152,41.31725,69,7433.0,POINT (-8.482151999999999 41.31725)
11835,-8.618764,41.232834,69,7433.0,POINT (-8.618764000000001 41.232834)
3917,-9.40393,38.707244,69,7433.0,POINT (-9.403930000000001 38.707244)
13330,-9.323208,38.682772,69,7434.0,POINT (-9.323207999999999 38.682772)
4474,-9.426863,38.699573,69,7435.0,POINT (-9.426863000000001 38.699573)
14224,-9.24279,38.71044,69,7436.0,POINT (-9.242789999999999 38.71044)
47366,-8.305816,41.193944,145,7437.0,POINT (-8.305816 41.193944)
22657,-9.136386,38.736934,69,7437.0,POINT (-9.136386 38.736934)
27374,-9.239746,38.808229,69,7438.0,POINT (-9.239746 38.808229)
8212,-9.139282,38.744576,69,7439.0,POINT (-9.139282 38.744576)
3574,-9.327742,38.677182,89,7439.0,POINT (-9.327742000000001 38.677182)
7482,-9.157055,38.764941,69,7439.0,POINT (-9.157055 38.764941)
14112,-9.251504,38.702004,69,7439.0,POINT (-9.251504000000001 38.702004)
12420,-8.698258,41.193248,69,7441.0,POINT (-8.698257999999999 41.193248)
8350,-9.140804,38.747553,69,7441.0,POINT (-9.140803999999999 38.747553)
25630,-9.157217,38.73882,69,7441.0,POINT (-9.157216999999999 38.73882)
16022,-8.608945,41.157956,69,7441.0,POINT (-8.608945 41.157956)
2298,-9.230394,38.75048,69,7441.0,POINT (-9.230394 38.75048)
23330,-9.136198,38.75779,69,7442.0,POINT (-9.136198 38.75779)
6217,-7.916693,37.025071,145,7442.0,POINT (-7.916693 37.025071)
25114,-9.181948,38.742641,69,7442.0,POINT (-9.181948 38.742641)
28170,-8.630571,41.043933,69,7444.0,POINT (-8.630571 41.043933)
28868,-8.634342,41.127414,69,7444.0,POINT (-8.634342 41.127414)
17890,-9.322292,38.785238,69,7444.0,POINT (-9.322291999999999 38.785238)
16381,-8.687936,41.168231,69,7444.0,POINT (-8.687936000000001 41.168231)
21977,-8.440452,41.527277,69,7444.0,POINT (-8.440452000000001 41.527277)
2396,-9.209946,38.731341,145,7445.0,POINT (-9.209946 38.731341)
11244,-9.166096,38.812884,69,7445.0,POINT (-9.166096 38.812884)
15006,-8.61903,41.178082,69,7446.0,POINT (-8.61903 41.178082)
5371,-8.43415,40.214163,69,7447.0,POINT (-8.434150000000001 40.214163)
6811,-8.680019,37.111235,69,7447.0,POINT (-8.680019 37.111235)
21118,-9.137642,38.752349,69,7448.0,POINT (-9.137642 38.752349)
7967,-9.134833,38.748825,69,7449.0,POINT (-9.134833 38.748825)
48025,-8.28439,41.212736,78,7450.0,POINT (-8.28439 41.212736)
16863,-8.759844,41.379242,69,7451.0,POINT (-8.759843999999999 41.379242)
15928,-8.567454,41.174632,69,7451.0,POINT (-8.567454 41.174632)
8323,-9.192694,38.759172,69,7452.0,POINT (-9.192693999999999 38.759172)
21148,-9.142108,38.749258,69,7452.0,POINT (-9.142108 38.749258)
24348,-9.143038,38.751099,69,7453.0,POINT (-9.143038000000001 38.751099)
2920,-9.054269,38.666129,69,7453.0,POINT (-9.054269 38.666129)
31319,-8.561993,41.175996,69,7455.0,POINT (-8.561992999999999 41.175996)
23428,-9.196768,38.722088,69,7455.0,POINT (-9.196768 38.722088)
11381,-9.108345,38.781784,69,7455.0,POINT (-9.108345 38.781784)
23679,-9.20374,38.756326,69,7455.0,POINT (-9.20374 38.756326)
48715,-9.175,38.74331,109,7455.0,POINT (-9.175000000000001 38.74331)
6863,-8.676449,37.097123,69,7456.0,POINT (-8.676449 37.097123)
2359,-9.228868,38.761191,69,7456.0,POINT (-9.228868 38.761191)
20838,-8.608112,41.117618,69,7457.0,POINT (-8.608112 41.117618)
27362,-9.319788,38.784223,69,7457.0,POINT (-9.319788000000001 38.784223)
7705,-9.138267,38.754733,89,7457.0,POINT (-9.138267000000001 38.754733)
2990,-9.058266,38.652171,69,7458.0,POINT (-9.058266 38.652171)
1931,-9.18824,38.667843,69,7458.0,POINT (-9.18824 38.667843)
2123,-8.584894,39.25928,69,7459.0,POINT (-8.584894 39.25928)
31916,-8.666358,41.180247,69,7460.0,POINT (-8.666358000000001 41.180247)
15708,-8.607653,41.153394,69,7460.0,POINT (-8.607653000000001 41.153394)
30537,-8.606127,41.129775,69,7460.0,POINT (-8.606127000000001 41.129775)
23924,-9.139659,38.756759,69,7460.0,POINT (-9.139659 38.756759)
27376,-9.295062,38.77714,69,7460.0,POINT (-9.295062 38.77714)
26300,-9.167014,38.794179,69,7461.0,POINT (-9.167014 38.794179)
13479,-9.275783,38.701663,69,7461.0,POINT (-9.275783000000001 38.701663)
14889,-8.607288,41.150293,69,7462.0,POINT (-8.607288 41.150293)
7844,-9.134637,38.742394,69,7463.0,POINT (-9.134637 38.742394)
17087,-9.082476,38.620795,69,7464.0,POINT (-9.082476 38.620795)
1269,-8.967847,38.750397,69,7464.0,POINT (-8.967847000000001 38.750397)
13564,-9.236828,38.726538,69,7465.0,POINT (-9.236827999999999 38.726538)
20376,-8.76149,41.37016,69,7466.0,POINT (-8.76149 41.37016)
25661,-9.165285,38.731422,69,7467.0,POINT (-9.165285000000001 38.731422)
27985,-8.550298,41.339263,69,7467.0,POINT (-8.550298 41.339263)
25268,-9.159411,38.779492,69,7468.0,POINT (-9.159411 38.779492)
4657,-9.39784,38.70342,69,7469.0,POINT (-9.39784 38.70342)
3206,-8.415552,41.549237,69,7469.0,POINT (-8.415552 41.549237)
28539,-8.602425,41.105709,69,7470.0,POINT (-8.602425 41.105709)
12337,-8.697554,41.193125,69,7470.0,POINT (-8.697554 41.193125)
47693,-9.029154,38.544556,145,7471.0,POINT (-9.029154 38.544556)
48935,-8.241326,37.091024,89,7471.0,POINT (-8.241326000000001 37.091024)
1187,-8.240283,37.091903,89,7473.0,POINT (-8.240283 37.091903)
9535,-9.15575,38.759757,69,7473.0,POINT (-9.155749999999999 38.759757)
47732,-8.857679,39.618385,145,7473.0,POINT (-8.857678999999999 39.618385)
26016,-8.571869,41.202863,69,7474.0,POINT (-8.571869 41.202863)
5287,-8.438126,40.200067,69,7475.0,POINT (-8.438126 40.200067)
24984,-9.187539,38.698621,69,7475.0,POINT (-9.187538999999999 38.698621)
21181,-9.142734,38.750537,69,7475.666667,POINT (-9.142734000000001 38.750537)
22276,-7.899837,38.567813,69,7476.0,POINT (-7.899837 38.567813)
26354,-9.182108,38.795259,69,7476.0,POINT (-9.182107999999999 38.795259)
45367,-8.679435,41.185829,89,7476.0,POINT (-8.679435 41.185829)
24873,-9.19878,38.712226,69,7476.0,POINT (-9.198779999999999 38.712226)
25553,-9.125326,38.738545,69,7476.0,POINT (-9.125325999999999 38.738545)
22261,-7.900605,38.567863,69,7477.0,POINT (-7.900605 38.567863)
27788,-8.554684,40.925994,69,7478.0,POINT (-8.554684 40.925994)
18059,-9.337178,38.795521,69,7478.0,POINT (-9.337178 38.795521)
2276,-9.245237,38.755576,89,7479.0,POINT (-9.245236999999999 38.755576)
22229,-7.912224,38.565527,69,7479.0,POINT (-7.912224 38.565527)
7758,-9.173682,38.757428,89,7479.0,POINT (-9.173681999999999 38.757428)
25389,-9.126177,38.752845,69,7479.0,POINT (-9.126177 38.752845)
27401,-9.26126,38.765725,69,7481.0,POINT (-9.26126 38.765725)
1700,-9.189527,38.612698,69,7483.0,POINT (-9.189527 38.612698)
23668,-9.181275,38.767292,69,7483.0,POINT (-9.181274999999999 38.767292)
29154,-9.140537,38.747019,69,7483.333333,POINT (-9.140537 38.747019)
5751,-9.096589,38.757763,89,7484.0,POINT (-9.096589 38.757763)
2751,-8.618149,40.654168,145,7484.0,POINT (-8.618149000000001 40.654168)
25239,-9.13703,38.709693,69,7485.0,POINT (-9.137029999999999 38.709693)
17497,-8.88707,38.5308,69,7485.0,POINT (-8.88707 38.5308)
12607,-8.926417,39.721459,78,7486.0,POINT (-8.926417000000001 39.721459)
2357,-9.212181,38.764179,69,7486.0,POINT (-9.212180999999999 38.764179)
11571,-9.417165,38.960878,89,7487.0,POINT (-9.417165000000001 38.960878)
14559,-9.227505,38.698513,69,7488.0,POINT (-9.227505000000001 38.698513)
23497,-9.104983,38.747082,69,7488.0,POINT (-9.104983000000001 38.747082)
28990,-8.634174,41.143908,69,7489.0,POINT (-8.634174 41.143908)
2327,-9.221205,38.733697,69,7489.0,POINT (-9.221204999999999 38.733697)
20583,-9.052048,38.892645,145,7490.0,POINT (-9.052047999999999 38.892645)
23605,-9.173977,38.70823,69,7490.0,POINT (-9.173977000000001 38.70823)
11866,-8.611943,41.229945,69,7490.0,POINT (-8.611943 41.229945)
7914,-9.198567,38.744789,89,7490.0,POINT (-9.198567000000001 38.744789)
19492,-7.644755,37.122486,89,7491.0,POINT (-7.644755 37.122486)
20,-9.145386,38.63099,180,7491.0,POINT (-9.145386 38.63099)
7794,-9.159034,38.751081,69,7491.666667,POINT (-9.159034 38.751081)
5983,-7.923505,37.020784,69,7492.0,POINT (-7.923505 37.020784)
12035,-8.692141,41.204442,69,7493.0,POINT (-8.692140999999999 41.204442)
21136,-9.138617,38.743265,69,7495.0,POINT (-9.138617 38.743265)
16817,-8.765361,41.387137,69,7495.0,POINT (-8.765361 41.387137)
6145,-7.918701,37.025842,69,7496.0,POINT (-7.918701 37.025842)
7947,-9.145982,38.748556,69,7496.0,POINT (-9.145982 38.748556)
15639,-8.675567,41.149356,69,7497.0,POINT (-8.675566999999999 41.149356)
29520,-9.144336,38.734189,69,7497.0,POINT (-9.144335999999999 38.734189)
26266,-9.192792,38.780104,69,7498.0,POINT (-9.192792000000001 38.780104)
1702,-9.155519,38.657917,89,7499.0,POINT (-9.155519 38.657917)
48213,-7.992537,37.078894,145,7499.0,POINT (-7.992537 37.078894)
22938,-9.220478,38.696609,69,7499.0,POINT (-9.220478 38.696609)
5008,-8.430503,40.196491,69,7500.0,POINT (-8.430503 40.196491)
48832,-9.13203,38.723907,69,7500.0,POINT (-9.13203 38.723907)
25330,-9.202791,38.751037,69,7501.0,POINT (-9.202790999999999 38.751037)
6371,-8.304242,41.441586,69,7502.0,POINT (-8.304242 41.441586)
2289,-9.233635,38.756176,69,7502.0,POINT (-9.233635 38.756176)
27716,-8.544414,40.927518,69,7502.0,POINT (-8.544414 40.927518)
46300,-9.149117,38.722997,69,7502.0,POINT (-9.149117 38.722997)
30601,-8.605646,41.126256,69,7502.0,POINT (-8.605646 41.126256)
32318,-8.55943,41.176933,69,7503.0,POINT (-8.559430000000001 41.176933)
3164,-8.389003,41.556969,69,7504.0,POINT (-8.389003000000001 41.556969)
5860,-9.09484,38.755,69,7505.0,POINT (-9.09484 38.755)
24938,-9.119308,38.764829,69,7505.0,POINT (-9.119308 38.764829)
6590,-8.346261,41.488507,69,7505.0,POINT (-8.346261 41.488507)
23985,-9.176659,38.704676,69,7506.0,POINT (-9.176659000000001 38.704676)
30006,-8.63432,41.008681,145,7506.0,POINT (-8.634320000000001 41.008681)
16370,-8.689084,41.167402,69,7506.0,POINT (-8.689083999999999 41.167402)
25770,-8.619491,41.230296,69,7506.0,POINT (-8.619491 41.230296)
8320,-9.148908,38.741921,69,7507.0,POINT (-9.148908 38.741921)
31352,-8.541985,41.175355,69,7509.0,POINT (-8.541985 41.175355)
24465,-9.158772,38.750164,69,7510.0,POINT (-9.158772000000001 38.750164)
46443,-8.577269,41.163342,69,7511.0,POINT (-8.577268999999999 41.163342)
28980,-8.651273,41.140276,69,7511.0,POINT (-8.651273 41.140276)
28562,-8.643172,41.083324,69,7511.0,POINT (-8.643172 41.083324)
25437,-9.190942,38.744747,69,7511.0,POINT (-9.190942 38.744747)
12481,-8.720328,41.267005,69,7512.0,POINT (-8.720328 41.267005)
30308,-8.917558,38.629314,145,7513.0,POINT (-8.917558 38.629314)
5059,-8.429871,40.221263,69,7517.0,POINT (-8.429871 40.221263)
21312,-9.160054,38.72846,69,7517.0,POINT (-9.160054000000001 38.72846)
32265,-8.489254,41.113085,69,7517.0,POINT (-8.489254000000001 41.113085)
16778,-8.765768,41.386641,69,7517.0,POINT (-8.765768 41.386641)
15517,-8.58582,41.162691,69,7518.0,POINT (-8.58582 41.162691)
16842,-8.755583,41.373696,69,7518.0,POINT (-8.755583 41.373696)
24668,-9.1515,38.7558,69,7518.0,POINT (-9.1515 38.7558)
3482,-8.78388,39.163099,69,7518.0,POINT (-8.78388 39.163099)
1940,-9.156264,38.677383,69,7518.0,POINT (-9.156264 38.677383)
20258,-8.691068,41.294561,69,7519.0,POINT (-8.691068 41.294561)
23671,-9.162325,38.730549,69,7520.0,POINT (-9.162324999999999 38.730549)
19772,-9.251081,39.09429,69,7520.0,POINT (-9.251080999999999 39.09429)
13325,-9.321927,38.683497,69,7520.0,POINT (-9.321927000000001 38.683497)
7899,-9.186414,38.753769,145,7521.0,POINT (-9.186413999999999 38.753769)
26392,-9.186187,38.784573,69,7521.0,POINT (-9.186187 38.784573)
15784,-8.588278,41.164046,69,7522.0,POINT (-8.588278000000001 41.164046)
10350,-9.154622,38.720313,69,7522.0,POINT (-9.154622 38.720313)
7663,-9.159921,38.715582,69,7523.0,POINT (-9.159921000000001 38.715582)
31722,-8.666589,41.180253,69,7524.0,POINT (-8.666589 41.180253)
9679,-9.147297,38.741254,69,7524.0,POINT (-9.147297 38.741254)
1771,-9.18872,38.61113,69,7524.0,POINT (-9.18872 38.61113)
47431,-8.681009,41.180851,78,7525.0,POINT (-8.681009 41.180851)
25200,-9.130648,38.713467,69,7525.0,POINT (-9.130648000000001 38.713467)
3487,-8.781794,39.165292,69,7526.0,POINT (-8.781794 39.165292)
7240,-9.164493,38.732249,69,7527.0,POINT (-9.164493 38.732249)
19950,-8.534931,41.206897,69,7527.0,POINT (-8.534931 41.206897)
28403,-8.618224,41.053869,69,7528.0,POINT (-8.618224 41.053869)
12243,-8.696068,41.18557,69,7529.0,POINT (-8.696068 41.18557)
10969,-8.092025,37.064495,69,7529.0,POINT (-8.092025 37.064495)
20554,-8.970708,38.996205,69,7529.0,POINT (-8.970708 38.996205)
6696,-8.323315,41.406776,69,7529.0,POINT (-8.323314999999999 41.406776)
23674,-9.156729,38.712199,69,7529.0,POINT (-9.156729 38.712199)
28986,-8.628458,41.136548,69,7530.0,POINT (-8.628458 41.136548)
24433,-9.155895,38.727614,69,7530.0,POINT (-9.155894999999999 38.727614)
47780,-8.649884,40.624138,145,7530.0,POINT (-8.649884 40.624138)
13033,-9.186298,38.784245,69,7530.0,POINT (-9.186298000000001 38.784245)
16186,-8.659219,41.153399,69,7530.0,POINT (-8.659219 41.153399)
10177,-9.192244,38.744464,69,7531.0,POINT (-9.192244000000001 38.744464)
47521,-9.335511,38.77737,78,7531.0,POINT (-9.335511 38.77737)
29599,-8.585281,41.156463,145,7531.0,POINT (-8.585281 41.156463)
26990,-9.115639,38.623643,69,7532.0,POINT (-9.115639 38.623643)
15717,-8.615077,41.147146,69,7532.0,POINT (-8.615076999999999 41.147146)
20226,-8.748708,41.352922,69,7533.0,POINT (-8.748708000000001 41.352922)
22819,-8.540693,41.191202,69,7533.0,POINT (-8.540692999999999 41.191202)
12566,-8.603516,41.186116,69,7533.0,POINT (-8.603516000000001 41.186116)
25201,-9.130648,38.713467,69,7533.0,POINT (-9.130648000000001 38.713467)
24479,-9.150556,38.736585,69,7534.0,POINT (-9.150556 38.736585)
27461,-9.279084,38.751842,69,7534.0,POINT (-9.279083999999999 38.751842)
6900,-8.678418,37.098136,69,7534.0,POINT (-8.678418000000001 37.098136)
2912,-9.065391,38.654976,69,7534.0,POINT (-9.065391 38.654976)
8713,-9.173236,38.702879,69,7535.0,POINT (-9.173235999999999 38.702879)
11943,-8.699841,41.187269,69,7535.0,POINT (-8.699840999999999 41.187269)
10993,-8.015343,37.136227,69,7536.0,POINT (-8.015343 37.136227)
16372,-8.688809,41.1673,69,7536.0,POINT (-8.688808999999999 41.1673)
7448,-9.161617,38.713533,69,7536.0,POINT (-9.161617 38.713533)
11430,-9.162464,38.812129,69,7536.0,POINT (-9.162464 38.812129)
27298,-9.290956,38.775509,69,7536.0,POINT (-9.290956 38.775509)
14842,-8.572097,41.159515,89,7536.0,POINT (-8.572096999999999 41.159515)
3303,-8.419373,41.547885,69,7537.0,POINT (-8.419373 41.547885)
17287,-9.046508,38.568627,69,7537.0,POINT (-9.046507999999999 38.568627)
7701,-9.137445,38.751385,69,7537.0,POINT (-9.137445 38.751385)
15657,-8.629495,41.1589,69,7537.0,POINT (-8.629495 41.1589)
20584,-9.051636,38.892291,145,7537.0,POINT (-9.051636 38.892291)
46759,-8.629276,40.621568,69,7537.0,POINT (-8.629276000000001 40.621568)
24386,-9.163293,38.774827,69,7538.0,POINT (-9.163292999999999 38.774827)
22818,-8.540694,41.191205,69,7539.0,POINT (-8.540694 41.191205)
26711,-8.404908,41.27884,69,7539.0,POINT (-8.404908000000001 41.27884)
20544,-9.065412,38.860485,69,7539.0,POINT (-9.065412 38.860485)
25336,-9.156034,38.760605,69,7540.0,POINT (-9.156034 38.760605)
28495,-8.619887,41.104445,69,7540.0,POINT (-8.619887 41.104445)
15963,-8.612396,41.183599,69,7542.0,POINT (-8.612396 41.183599)
22716,-8.510675,41.152175,69,7542.0,POINT (-8.510675000000001 41.152175)
23296,-9.185428,38.767649,69,7542.0,POINT (-9.185428 38.767649)
9138,-9.165053,38.731881,69,7543.0,POINT (-9.165053 38.731881)
21085,-9.147134,38.734413,69,7543.0,POINT (-9.147133999999999 38.734413)
6699,-8.301429,41.421466,69,7543.0,POINT (-8.301429000000001 41.421466)
24130,-9.122901,38.758142,69,7543.0,POINT (-9.122901000000001 38.758142)
26748,-8.381777,41.277392,69,7544.0,POINT (-8.381777 41.277392)
2162,-9.124875,38.781752,69,7545.0,POINT (-9.124874999999999 38.781752)
23411,-9.165493,38.748253,69,7545.0,POINT (-9.165493 38.748253)
8710,-9.152479,38.734776,69,7545.0,POINT (-9.152479 38.734776)
21929,-9.223903,38.737372,69,7545.0,POINT (-9.223903 38.737372)
23795,-9.13203,38.723907,69,7546.0,POINT (-9.13203 38.723907)
46471,-8.599439,41.149572,69,7547.0,POINT (-8.599439 41.149572)
5895,-9.095376,38.770334,69,7547.0,POINT (-9.095376 38.770334)
23180,-9.130855,38.728566,69,7548.0,POINT (-9.130855 38.728566)
23601,-9.173959,38.708433,69,7549.0,POINT (-9.173959 38.708433)
47530,-8.658737,41.180354,145,7550.0,POINT (-8.658737 41.180354)
47284,-9.353535,38.780895,78,7551.0,POINT (-9.353535000000001 38.780895)
6427,-8.304681,41.449916,69,7551.0,POINT (-8.304681 41.449916)
21139,-9.138325,38.742305,69,7551.0,POINT (-9.138325 38.742305)
8240,-9.140608,38.757876,69,7552.0,POINT (-9.140608 38.757876)
15805,-8.606328,41.165937,69,7552.0,POINT (-8.606328 41.165937)
23889,-9.14564,38.726566,69,7552.0,POINT (-9.14564 38.726566)
655,-8.514884,37.139138,145,7553.0,POINT (-8.514884 37.139138)
23750,-9.16819,38.730963,69,7553.0,POINT (-9.168189999999999 38.730963)
15698,-8.626901,41.152378,69,7553.0,POINT (-8.626901 41.152378)
21306,-9.156261,38.74697,69,7553.0,POINT (-9.156261000000001 38.74697)
8252,-9.127473,38.730556,69,7553.0,POINT (-9.127473 38.730556)
15008,-8.628725,41.154611,89,7553.0,POINT (-8.628724999999999 41.154611)
17289,-9.042623,38.570029,69,7554.0,POINT (-9.042623000000001 38.570029)
17138,-9.15201,38.6293,69,7554.0,POINT (-9.152010000000001 38.6293)
21161,-9.143482,38.751901,69,7555.0,POINT (-9.143482000000001 38.751901)
26301,-9.167015,38.794179,69,7556.0,POINT (-9.167014999999999 38.794179)
588,-9.426164,38.71315,71,7558.0,POINT (-9.426164 38.71315)
19425,-8.480983,41.342531,69,7559.0,POINT (-8.480983 41.342531)
15089,-8.591154,41.16251,75,7559.0,POINT (-8.591154 41.16251)
7931,-9.174636,38.723572,69,7559.0,POINT (-9.174636 38.723572)
16659,-8.55066,37.119417,69,7560.0,POINT (-8.550660000000001 37.119417)
2879,-9.049847,38.66812,69,7561.0,POINT (-9.049847 38.66812)
16567,-8.58724,41.17314,145,7562.0,POINT (-8.58724 41.17314)
11121,-9.143921,38.854474,69,7562.0,POINT (-9.143921000000001 38.854474)
4225,-9.431357,38.69731,69,7563.0,POINT (-9.431357 38.69731)
48445,-8.427142,41.569738,81,7563.0,POINT (-8.427142 41.569738)
25658,-9.165021,38.731336,69,7563.0,POINT (-9.165020999999999 38.731336)
6823,-8.673111,37.095389,69,7565.0,POINT (-8.673111 37.095389)
48130,-8.562742,41.098039,109,7565.0,POINT (-8.562742 41.098039)
15962,-8.646026,41.15959,69,7565.0,POINT (-8.646026000000001 41.15959)
25909,-8.61805,41.249612,69,7565.0,POINT (-8.61805 41.249612)
45295,-9.170693,38.676679,69,7566.0,POINT (-9.170693 38.676679)
22295,-7.939612,37.024254,69,7566.0,POINT (-7.939612 37.024254)
7684,-9.173379,38.763711,69,7567.0,POINT (-9.173379000000001 38.763711)
25719,-8.583555,41.206278,69,7567.0,POINT (-8.583555 41.206278)
47053,-9.047656,38.621442,78,7567.0,POINT (-9.047656 38.621442)
15989,-8.622095,41.14384,69,7568.0,POINT (-8.622095 41.14384)
46561,-9.172919,38.656739,145,7568.0,POINT (-9.172919 38.656739)
27286,-9.2872,38.75111,69,7568.0,POINT (-9.2872 38.75111)
25561,-9.214846,38.696783,69,7569.0,POINT (-9.214846 38.696783)
13297,-9.257205,38.700479,89,7571.0,POINT (-9.257205000000001 38.700479)
15806,-8.606326,41.165918,69,7571.0,POINT (-8.606325999999999 41.165918)
25712,-9.173175,38.763562,69,7571.0,POINT (-9.173175000000001 38.763562)
2021,-9.159725,38.663941,69,7572.0,POINT (-9.159725 38.663941)
17526,-8.89317,38.53372,69,7573.0,POINT (-8.89317 38.53372)
7170,-9.15669,38.737486,69,7573.0,POINT (-9.156689999999999 38.737486)
20990,-9.147862,38.744956,69,7573.0,POINT (-9.147862 38.744956)
22905,-9.199584,38.696934,69,7574.0,POINT (-9.199584 38.696934)
12322,-8.69276,41.191177,69,7574.0,POINT (-8.69276 41.191177)
23435,-9.187455,38.704911,69,7576.0,POINT (-9.187455 38.704911)
27736,-8.507751,40.995103,69,7577.0,POINT (-8.507751000000001 40.995103)
26351,-9.158103,38.802222,69,7577.0,POINT (-9.158103000000001 38.802222)
8339,-9.167146,38.722939,69,7577.75,POINT (-9.167146000000001 38.722939)
29354,-9.134323,38.737647,69,7578.0,POINT (-9.134323 38.737647)
15744,-8.661059,41.147437,69,7578.0,POINT (-8.661059 41.147437)
31734,-8.665946,41.180548,69,7578.0,POINT (-8.665946 41.180548)
21296,-9.158802,38.720267,69,7578.0,POINT (-9.158802 38.720267)
69,-8.967865,39.001073,180,7579.0,POINT (-8.967865 39.001073)
7893,-9.175123,38.720007,69,7579.0,POINT (-9.175122999999999 38.720007)
5449,-8.40745,40.19477,69,7580.0,POINT (-8.407450000000001 40.19477)
8715,-9.190401,38.744637,69,7580.0,POINT (-9.190401 38.744637)
18551,-9.26854,38.776288,69,7580.0,POINT (-9.26854 38.776288)
32635,-8.558185,41.336506,69,7581.0,POINT (-8.558185 41.336506)
32001,-9.099977,38.44814,145,7581.0,POINT (-9.099977000000001 38.44814)
3967,-9.350241,38.685882,69,7582.0,POINT (-9.350241 38.685882)
26647,-8.2718,41.203832,69,7582.0,POINT (-8.271800000000001 41.203832)
1930,-9.188237,38.667845,69,7582.0,POINT (-9.188237000000001 38.667845)
25663,-9.177011,38.741496,69,7583.0,POINT (-9.177011 38.741496)
