Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,Demand_weight,user_av,Avg_daily_travellers
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,0.017501,3583.0151236363636,62.70634767876
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,0.022496,3583.0151236363636,80.60350822132364
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,0.04761,3583.0151236363636,170.58735003632728
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,0.029183,3583.0151236363636,104.56313035308
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,0.004661,3583.0151236363636,16.70043349126909
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,0.004351,3583.0151236363636,15.589698802941816
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,0.000804,3583.0151236363636,2.8807441594036365
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,0.00294,3583.0151236363636,10.534064463490909
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,5.3e-05,3583.0151236363636,0.18989980155272726
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,Beato,8.6e-05,3583.0151236363636,0.30813930063272726
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,2.3e-05,3583.0151236363636,0.08240934784363636
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.005786,3583.0151236363636,20.73132550536
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.001838,3583.0151236363636,6.585581797243636
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,6.3e-05,3583.0151236363636,0.22572995278909092
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.00075,3583.0151236363636,2.6872613427272727
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.001508,3583.0151236363636,5.403186806443636
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,2.3e-05,3583.0151236363636,0.08240934784363636
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,7e-06,3583.0151236363636,0.025081105865454544
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",0.000204,3583.0151236363636,0.7309350852218182
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",0.000634,3583.0151236363636,2.2716315883854548
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",1.9e-05,3583.0151236363636,0.06807728734909091
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,0.000244,3583.0151236363636,0.8742556901672727
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,0.000244,3583.0151236363636,0.8742556901672727
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,3.5e-05,3583.0151236363636,0.12540552932727272
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Póvoa de Santo Adrião e Olival Basto,7e-06,3583.0151236363636,0.025081105865454544
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,7.2e-05,3583.0151236363636,0.2579770889018182
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,7.1e-05,3583.0151236363636,0.25439407377818185
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",0.000136,3583.0151236363636,0.48729005681454546
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,7e-06,3583.0151236363636,0.025081105865454544
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,5.1e-05,3583.0151236363636,0.18273377130545454
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,PORTO,Bonfim,1.8e-05,3583.0151236363636,0.06449427222545455
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,7e-06,3583.0151236363636,0.025081105865454544
R1 - AM Lisboa,Setúbal,Palmela,R1 - AM Lisboa,LISBOA,LOURES,Loures,7e-06,3583.0151236363636,0.025081105865454544
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,PORTO,Campanhã,1e-06,3583.0151236363636,0.0035830151236363635
R1 - AM Lisboa,Setúbal,Palmela,R2 - AM Porto,PORTO,MAIA,Águas Santas,1e-06,3583.0151236363636,0.0035830151236363635
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,0.048219,10562.779798090909,509.3266790841455
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,0.19751,10562.779798090909,2086.2546379209352
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Belém,0.01275,10562.779798090909,134.67544242565907
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,0.108018,10562.779798090909,1140.9703482301838
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,0.016615,10562.779798090909,175.50058634528045
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,0.006637,10562.779798090909,70.10516951992936
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,0.000581,10562.779798090909,6.136975062690818
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.090492,10562.779798090909,955.8470694888425
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.113524,10562.779798090909,1199.1290137984724
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.068947,10562.779798090909,728.2719787389739
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.010648,10562.779798090909,112.47247929007199
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.032236,10562.779798090909,340.50176957125854
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.000885,10562.779798090909,9.348060121310455
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.039763,10562.779798090909,420.0078131114888
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,0.012846,10562.779798090909,135.68946928627582
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,0.021845,10562.779798090909,230.7439246892959
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,0.000863,10562.779798090909,9.115678965752455
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,0.053725,10562.779798090909,567.4853446524342
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,0.048959,10562.779798090909,517.1431361347328
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,0.04076,10562.779798090909,430.5389045701854
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,0.022457,10562.779798090909,237.20834592572757
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,0.019252,10562.779798090909,203.35463667284617
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,0.001876,10562.779798090909,19.815774901218546
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,0.000363,10562.779798090909,3.834289066707
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,0.014045,10562.779798090909,148.3542422641868
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,0.000151,10562.779798090909,1.5949797495117273
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.002592,10562.779798090909,27.378725236651636
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.000112,10562.779798090909,1.1830313373861818
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000555,10562.779798090909,5.862342787940455
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.006195,10562.779798090909,65.43642084917317
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,3.6e-05,10562.779798090909,0.3802600727312727
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.000173,10562.779798090909,1.8273609050697273
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000113,10562.779798090909,1.1935941171842728
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,2.1e-05,10562.779798090909,0.22181837575990906
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.000137,10562.779798090909,1.4471008323384544
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",2e-05,10562.779798090909,0.2112555959618182
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",0.003005,10562.779798090909,31.74115329326318
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",0.000183,10562.779798090909,1.9329887030506363
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,0.000893,10562.779798090909,9.432562359695183
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,0.000893,10562.779798090909,9.432562359695183
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,2e-06,10562.779798090909,0.021125559596181818
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Póvoa de Santo Adrião e Olival Basto,1e-05,10562.779798090909,0.1056277979809091
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,0.000183,10562.779798090909,1.9329887030506363
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,2e-06,10562.779798090909,0.021125559596181818
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VALONGO,Valongo,1e-06,10562.779798090909,0.010562779798090909
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,Ramalde,2e-06,10562.779798090909,0.021125559596181818
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,0.000246,10562.779798090909,2.5984438303303636
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,3e-06,10562.779798090909,0.03168833939427273
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",3e-06,10562.779798090909,0.03168833939427273
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,8e-06,10562.779798090909,0.08450223838472727
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,Paranhos,0.000252,10562.779798090909,2.661820509118909
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VALONGO,Ermesinde,1e-05,10562.779798090909,0.1056277979809091
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VALONGO,Alfena,0.0,10562.779798090909,0.0
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,0.000166,10562.779798090909,1.7534214464830908
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",7e-06,10562.779798090909,0.07393945858663636
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,2e-06,10562.779798090909,0.021125559596181818
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,2e-06,10562.779798090909,0.021125559596181818
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,Bonfim,3.6e-05,10562.779798090909,0.3802600727312727
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,2e-06,10562.779798090909,0.021125559596181818
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,Loures,2e-06,10562.779798090909,0.021125559596181818
R1 - AM Lisboa,Setúbal,Seixal,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",9e-06,10562.779798090909,0.09506501818281818
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,0.0,10562.779798090909,0.0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,0.0,10562.779798090909,0.0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),2e-06,10562.779798090909,0.021125559596181818
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",2e-06,10562.779798090909,0.021125559596181818
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,PORTO,Campanhã,6.9e-05,10562.779798090909,0.7288318060682727
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,1.8e-05,10562.779798090909,0.19013003636563636
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,6e-06,10562.779798090909,0.06337667878854546
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,0.0,10562.779798090909,0.0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,2.8e-05,10562.779798090909,0.29575783434654546
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Folgosa,1e-06,10562.779798090909,0.010562779798090909
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Águas Santas,7e-06,10562.779798090909,0.07393945858663636
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Moreira,3e-06,10562.779798090909,0.03168833939427273
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,1.6e-05,10562.779798090909,0.16900447676945454
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.0,10562.779798090909,0.0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Nogueira e Silva Escura,1e-06,10562.779798090909,0.010562779798090909
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,1e-06,10562.779798090909,0.010562779798090909
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0,10562.779798090909,0.0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,MAIA,Milheirós,0.0,10562.779798090909,0.0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",2e-06,10562.779798090909,0.021125559596181818
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.0,10562.779798090909,0.0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.0,10562.779798090909,0.0
R1 - AM Lisboa,Setúbal,Seixal,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Gulpilhares e Valadares,2e-06,10562.779798090909,0.021125559596181818
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,0.012814,631.5234507272728,8.092341497619275
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,0.024302,631.5234507272728,15.347282899574184
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Belém,0.187554,631.5234507272728,118.44474927770293
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,0.036552,631.5234507272728,23.083445170983275
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,0.029593,631.5234507272728,18.688673477372184
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,0.004914,631.5234507272728,3.1033062368738187
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,0.000783,631.5234507272728,0.49448286191945456
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.060694,631.5234507272728,38.329684318441096
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.099162,631.5234507272728,62.623128421017825
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.125825,631.5234507272728,79.4614381877591
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.021222,631.5234507272728,13.402190671334184
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.116094,631.5234507272728,73.316083488732
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.000392,631.5234507272728,0.24755719268509094
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.030243,631.5234507272728,19.09916372034491
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,0.018594,631.5234507272728,11.74254704282291
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,0.040206,631.5234507272728,25.39103185994073
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,7.1e-05,631.5234507272728,0.04483816500163637
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,0.013324,631.5234507272728,8.414418457490184
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,0.060559,631.5234507272728,38.244428652592916
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,0.00625,631.5234507272728,3.9470215670454554
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,0.007632,631.5234507272728,4.819786975950546
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,0.005485,631.5234507272728,3.4639061272390914
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,0.080529,631.5234507272728,50.855951963616555
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,0.00013,631.5234507272728,0.08209804859454546
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,0.002463,631.5234507272728,1.5554422591412729
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.00356,631.5234507272728,2.248223484589091
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,7.1e-05,631.5234507272728,0.04483816500163637
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.000617,631.5234507272728,0.38964996909872734
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.00126,631.5234507272728,0.7957195479163638
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,5.9e-05,631.5234507272728,0.03725988359290909
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,5.8e-05,631.5234507272728,0.03662836014218182
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,7.1e-05,631.5234507272728,0.04483816500163637
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,0.000134,631.5234507272728,0.08462414239745455
R1 - AM Lisboa,Setúbal,Sesimbra,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",1.2e-05,631.5234507272728,0.0075782814087272735
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",0.002931,631.5234507272728,1.8509952340816367
R1 - AM Lisboa,Setúbal,Sesimbra,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",0.000546,631.5234507272728,0.344811804097091
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,0.001921,631.5234507272728,1.213156548847091
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,0.001921,631.5234507272728,1.213156548847091
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Póvoa de Santo Adrião e Olival Basto,2.1e-05,631.5234507272728,0.013261992465272729
R1 - AM Lisboa,Setúbal,Sesimbra,R2 - AM Porto,PORTO,PORTO,Ramalde,9.8e-05,631.5234507272728,0.061889298171272734
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,0.000627,631.5234507272728,0.395965203606
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,5e-06,631.5234507272728,0.0031576172536363642
R1 - AM Lisboa,Setúbal,Sesimbra,R2 - AM Porto,PORTO,PORTO,Paranhos,0.000394,631.5234507272728,0.24882023958654548
R1 - AM Lisboa,Setúbal,Sesimbra,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,0.000307,631.5234507272728,0.19387769937327273
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,0.031131,3636.226048363637,113.19935311160837
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,0.045162,3636.226048363637,164.21924079619856
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,Belém,0.088904,3636.226048363637,323.27504060372075
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,0.090242,3636.226048363637,328.14031105643136
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,0.044237,3636.226048363637,160.8557317014622
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,0.008731,3636.226048363637,31.74788962826291
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,0.001312,3636.226048363637,4.7707285754530915
R1 - AM Lisboa,Setúbal,Setúbal,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.125811,3636.226048363637,457.47723537067753
